uc_seq,name,gugun,lat,lng,여행지,title,subtitle,addr1,homepage_u,trfc_info,usage_day,hldy_info,usage_time,usage_amou,middle_siz,main_img_n,main_img_t,itemcntnts,geometry
277,"유엔기념공원, 유엔평화기념관",남구,35.1277,129.09775,"유엔기념공원, 유엔평화기념관",세계인이 기억하는 땅 유엔기념공원,"한국전쟁과 유엔군, 기억하고 기념하다",유엔기념공원 부산광역시 남구 유엔평화로 93 유엔평화기념관 부산광역시 남구 홍곡로320번길 106,http://unmck.or.kr (유엔기념공원) https://unpm.or.kr/un2022/ (유엔평화기념관),"유엔기념공원도시철도 2호선 대연역 3번 출구 도보 18분버스 134, 68, 138, 138-1, 1006 유엔공원?부산문화회관 하차부산시티투어버스 : 부산역(레드라인) → 유엔기념공원 하차유엔평화기념관버스 13",유엔기념공원 매일유엔평화기념관 화~일,"유엔기념공원 연중무휴유엔평화기념관 매주 월요일, 1월 1일, 설날?추석 당일",유엔기념공원 09:00~18:00(동절기 17:00 이후 입장불가)유엔평화기념관 10:00~18:00 (입장 17:30분까지),무료,b'ec9ca0ec9794eab8b0eb8590eab3b5ec9b90ec9ea5ec95a0ec9db820eca3bcecb0a8ec9ea52c20ec9ea5ec95a0ec9db820ed9994ec9ea5ec8ba42c20ed9ca0ecb2b4ec96b420eb8c80ec97ac2c20ed9ca0ecb2b4ec96b420eca091eab7bc20eab080eb8aa5ec9ca0ec9794ed8f89ed9994eab8b0eb8590eab480eca090ec9e90ebb894eba19d2c20ec9ea5ec95a0ec9db8eca084ec9aa920ec9798eba6acebb2a0ec9db4ed84b02c20ec9ea5ec95a0ec9db820eca3bcecb0a8ec9ea52c20ec9ea5ec95a0ec9db820ed9994ec9ea5ec8ba42c20ed9ca0ecb2b4ec96b420ebacb4eba38c20eb8c80ec97ac2c20ed9ca0ecb2b4ec96b420eca091eab7bc20ea',https://www.visitbusan.net/uploadImgs/files/cntnts/20191225164342360_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225164342360_thumbL,b'36ec9b9420ed98b8eab5adebb3b4ed9b88ec9d9820eb8bacec9db4eba9b420eabd83eb93a4ec9db420ec9db4eab3b3ec9cbceba19c20ebaaa8ec97aceb93a0eb8ba42eeab7b820eabd83ec9d8020ed959ceab5adeca084ec9f8120eca084ec82acec9e90eb93a4ec9d8420eab8b0ec96b5ed9598eb8a9420eabd83ec9db4ec9e902c20eca084ec9f8120ec9786eb8a9420ed8f89ed9994eba5bc20ec97bcec9b90ed9598eb8a9420eba788ec9d8cec9db4eb8ba42eecb298ec9d8cec9790eb8a9420ed959ceab5adeca084ec9f8120ecb0b8eca084203231eab09ceab5ad2031312c303030ec9c84eab08020ebb489ec9588eb9098ec96b420ec9e88ec97',POINT (129.09775 35.1277)
278,오륙도,남구,35.102177,129.12334,오륙도,오륙도가 전해주는 바다,"오륙도 해맞이 공원, 스카이워크, 유람선",부산광역시 남구 오륙도로 137,https://www.bsnamgu.go.kr/index.namgu?menuCd=DOM_000000601006001000&cpath=menuCd=DOM_000000601006001000&cpath=,"도시철도 2호선 경성대?부경대역 → 버스 24, 27, 131, 남구2 환승 → 오륙도 SK아파트 하차부산시티투어버스 : 부산역(레드라인) → 용호만 유람선터미널(그린라인 환승) → 오륙도 하차",-,-,-,무료,"장애인 주차장, 장애인 화장실, 휠체어 접근 가능",https://www.visitbusan.net/uploadImgs/files/cntnts/20191225164921130_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225164921130_thumbL,b'eb8f99ed95b4ec998020eb82a8ed95b4eab08020eba78ceb8298eb8a9420ec9790eba994eb9e84eb939c20ebb99b20ebb094eb8ba42e20eb8888ebb680ec8b9ceab28c20ed91b8eba5b820ec9691ed8384ec9e9020ec9c842035eab09cec9d9820ec84ac2c20eb958ceba19ceb8a942036eab09cec9d9820ec84ac2eec98a4eba599eb8f8420ec959eebb094eb8ba4eb8a9420ebb0a9ebacb8eab09deb93a4ec9d9820eba788ec9d8cec9d8420ec84a4eba088eab28c20ed9598eab8b0ec979020ebb680eca1b1ed95a8ec9db420ec9786eb8ba42eebb680ec82b0ec979020ec868ded959c20eb8ba4ec9691ed959c20ec84aceb93a420eab080ec9ab4eb',POINT (129.12334 35.102177)
279,신선대,남구,35.102272,129.10277,신선대,"신선대, 신선이 사랑한 풍경",과거와 현재를 잇는 시간,부산광역시 남구 신선대산복로 174,-,"도시철도 2호선 경성대?부경대 → 20, 22, 24, 27, 39, 131 버스환승 → 백운포고개 하차주차장 신선대 유원지 주차장(무료)",-,연중무휴,상시,무료,장애인주차장,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225165635368_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225165635368_thumbL,"바위에 남은 신선의 발자국. 신선이 탄 백마의 발자취.하늘로 올라가던 신선이 쓰고 있던 탕건이 벗겨져 내려앉았다는 탕건바위까지. 전설마저 아름다운 이곳, 신선대이다.신선대 바닷가의 절",POINT (129.10277 35.102272)
280,"송정해수욕장, 죽도공원",해운대구,35.1786,129.19966,"송정해수욕장, 죽도공원","자연 그대로를 간직하다, 송정해수욕장",고요하되 강한 바다,부산광역시 해운대구 송정해변로 62,http://www.haeundae.go.kr/tour/index.do?menuCd=DOM_000000302002001000,"도시철도 2호선 해운대역 하차 → 해운대 정류장 139, 182, 200, 38, 39, 40, 63, 1001, 1003, 1011 버스 환승 → 송정해수욕장 입구 하차 도보 12분동해선 송정역 하차 도보 17분버스 100, 100-1, 139, 141, 181, 182,",-,연중무휴,상시,무료,"장애인 화장실, 장애인 주차구역, 휠체어접근 가능, 점자블록(화장실 입구 앞)",https://www.visitbusan.net/uploadImgs/files/cntnts/20191225170315675_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225170315675_thumbL,b'ed95b4ec9ab4eb8c80eba5bc20eca780eb829820eb8baceba79eec9db4eab8b820eb94b0eb9dbc20eb8f8cec958420eb82b4eba0a4ec98a4eba9b420eb8493eab3a020eab8b8eab28c20ed8ebcecb390eca78420ebb0b1ec82acec9ea5ec9db420ebb3b4ec9db8eb8ba42e20eab7b8eab3b3ec9db420ebb094eba19c20ec849ced8dbceb93a4ec9db420ec82aceb9e91ed9598eb8a9420ebb094eb8ba42c20ec86a1eca095ed95b4ec8898ec9a95ec9ea5ec9db4eb8ba42eed95b4ec9ab4eb8c802c20eab491ec9588eba6acec998020eb8d94ebb688ec96b420ebb680ec82b020eb8f99ebb680ec9d982033eb8c8020ed95b4ec8898ec9a95ec9ea5ec9c',POINT (129.19966 35.1786)
281,"힐튼부산 이터널저니(한,영,중간,중번,일)",기장군,35.197235,129.22784,"아난티코브 타운, 이터널저니",책과 함께하는 영원한 여행 이터널저니,"부산 기장 북 카페, 힐튼부산 이터널저니",부산광역시 기장군 기장읍 기장해안로 268-31,https://ananti.kr/ko/cove/CV0501,"동해선 오시리아역 하차 → 139, 181, 100 버스 환승  → 동암후문 하차주차 힐튼부산 주차장",-,-,"월~금 10:00~21:00토, 일(공휴일) 09:00~21:00",무료,"장애인 화장실, 장애인 주차, 장애인전용엘리베이터, 점자블록, 휠체어접근가능",https://www.visitbusan.net/uploadImgs/files/cntnts/20191225170855698_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225170855698_thumbL,"최근 들어 호캉스라는 신조어가 생길 정도로 많은 호텔과 리조트는 그 자체로 여행의 목적지가 되기도 한다. 이러한 트렌드에 맞춰 지어진 대표적인 곳이, 바로 힐튼 부산의 ‘이터널저니’다",POINT (129.22784 35.197235)
282,스카이워크 시리즈,남구,35.100853,129.1243,스카이워크 시리즈,"부산 3대 스카이워크 오륙도, 송도, 청사포","바다 위를 걷는 즐거움, 부산 스카이워크를 가다",오륙도 스카이워크 부산광역시 남구 오륙도로 137 송도 구름산책로 부산광역시 서구 송도 해변로 156청사포 다릿돌 전망대 부산광역시 해운대구 청사포로 167,-,b'ec98a4eba599eb8f8420ec8aa4ecb9b4ec9db4ec9b8ced81ac20eb8f84ec8b9cecb2a0eb8f842032ed98b8ec84a020eab2bdec84b1eb8c80c2b7ebb680eab2bdeb8c80ec97ad2035ebb28820ecb69ceab5ac20e28692203133312c2032342c20323720ebb284ec8aa420ed9998ec8ab920e2869220ec98a4eba599eb8f8420ec8aa4ecb9b4ec9db4ec9b8ced81ac20ed9598ecb0a8ebb680ec82b0ec8b9ced8bb0ed88acec96b4ebb284ec8aa420eab7b8eba6b0eb9dbcec9db820ec98a4eba599eb8f8420ed9598ecb0a8eca3bcecb0a8ec9ea520eab3b5ec9881eca3bcecb0a8ec9ea5ec86a1eb8f8420eab5aceba684ec82b0ecb185eba19ceb8f84ec',-,"연중무휴(눈, 비, 강풍 및 시설 개·보수 시 개방 제한)",오륙도 스카이워크 09:00~18:00(입장마감 17:50)송도 구름산책로06:00~23:00청사포 다릿돌전망대09:00~18:00 (하절기 6~8월 20:00),무료,b'ec98a4eba599eb8f8420ec8aa4ecb9b4ec9db4ec9b8ced81acec9ea5ec95a0ec9db820eca3bcecb0a8eab5acec97ad2c20ec9ea5ec95a0ec9db820ed9994ec9ea5ec8ba42c20ed9ca0ecb2b4ec96b4eca091eab7bc20eab080eb8aa528ec8aa4ecb9b4ec9db4ec9b8ced81ac20ec9e85eab5aceab98ceca78029ec86a1eb8f84eab5aceba684ec82b0ecb185eba19cec9ea5ec95a0ec9db820eca3bcecb0a8eab5acec97ad2c20ec9ea5ec95a0ec9db820ed9994ec9ea5ec8ba42c20eab5aceba684ec82b0ecb185eba19c20ed9ca0ecb2b4ec96b420eca784ec9e85eab080eb8aa528eab1b0ebb681ec84aceab98ceca78029ecb2adec82aced8fac20eb',https://www.visitbusan.net/uploadImgs/files/cntnts/20191225171918703_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225171918703_thumbL,b'ebb0b1ec82acec9ea5eab3bc20ed95b4ec9588eb8f84eba19ceba5bc20eb8498eb8298eb93a4eba9b020eba78ceb8298eb8a9420ebb680ec82b020ebb094eb8ba4eab08020ec9db5ec8899ed959c20eb8bb9ec8ba0ec9790eab28c20eca1b0eab88820ed8ab9ebb384ed959c20ebb094eb8ba4eca084eba79dec9d8420ecb694ecb29ced959ceb8ba42e20eab3b5eca491ec9790ec849c20ed9598eb8a98eab3bc20ebb094eb8ba4eba5bc20eb8f99ec8b9cec979020eb8a90eb828420ec889820ec9e88eb8a9420ebb680ec82b0ec9d982033eb8c8020ec8aa4ecb9b4ec9db4ec9b8ced81aceba5bc20eab1b8ec96b4ebb3b4ec9e902eec98a4eba599eb',POINT (129.1243 35.100853)
285,민락수변공원,수영구,35.155907,129.13435,민락수변공원,광안리 바다의 낭만 민락수변공원,광안리 밤바다 핫플레이스,부산 수영구 광안해변로 361,-,"도시철도 2호선 광안역 3번 출구 도보 20분버스 41, 83-1, 210 민락수변공원 하차주차 인근공영주차장",-,연중무휴,상시,무료,"장애인 주차구역, 장애인 화장실, 점자블록, 산책로 휠체어 접근 가능",https://www.visitbusan.net/uploadImgs/files/cntnts/20191225174730014_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225174730014_thumbL,b'ebb094eb8ba4ec9790ec849c20ebb688ec96b4ec98a4eb8a9420ebb094eb9e8cec9d8420eab080ec9ea520eba8bceca08020eba79eeb8a9420eab3b32eeba788eba6b0ec8b9ced8bb0ec998020eab491ec9588eb8c80eab590ec9d9820ec95bceab2bdec9d8420eab080ec9ea520eab080eab98cec9ab420eab3b3ec9790ec849c20eba78ceb8298eb8a9420eab3b32eec97aceba684ec9db4eba9b420eb82a8eb8580eb85b8ec868ceab08020ebaaa8ec9db4eb8a9420ed9cb4ec8b9decb2982c20ebafbceb9dbdec8898ebb380eab3b5ec9b90ec9db4eb8ba42e31393937eb858420eab09cec9ea5ed959c20ebafbceb9dbdec8898ebb380eab3b5ec9b',POINT (129.13435 35.155907)
286,송도해수욕장,서구,35.07595,129.01694,송도해수욕장,100년을 넘어 다시 태어난 송도해수욕장,동양의 나폴리 부산 송도해수욕장을 가다,부산광역시 서구 송도해변로 100,-,"도시철도 1호선 자갈치역 7번 출구 → 96, 26, 30, 7, 71 버스 환승 → 송도해수욕장 하차 도보 3분부산시티투어버스 부산역(점보버스) → 송도해수욕장 하차주차 송도해수욕장 공영주차장(유료)",-,연중무휴,06:00 - 23:00,무료,"장애인 화장실, 장애인 주차구역, 점자블록, 휠체어 접근 가능, 송도해상케이블카 휠체어탑승 가능, 점자안내판",https://www.visitbusan.net/uploadImgs/files/cntnts/20191225175459392_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225175459392_thumbL,나이 지긋한 어르신의 추억 속 해수욕장이 젊은이들의 핫플로 다시 태어났다면?SNS를 뜨겁게 달구며 너도나도 업로드 경쟁중인 장소의 주인공 송도해수욕장으로 간다.송도해수욕장은 1913년에,POINT (129.01694 35.07595)
287,아미산전망대,사하구,35.052727,128.96075,아미산전망대,강과 바다가 만나는 곳 아미산전망대,세상에서 가장 아름다운 위로,부산광역시 사하구 다대낙조2길 77,busan.go.kr/wetland/amisanintro01,도시철도 1호선 다대포항역 1번 출구 → 사하구15 마을버스 환승 → 몰운대성당 하차 도보2분주차 아미산전망대 공영주차장(무료),-,"1월 1일, 월요일",화~일 / 09:00 ~ 18:00(입장 17:00까지),무료,"장애인 주차구역, 엘리베이터, 휠체어접근 가능",https://www.visitbusan.net/uploadImgs/files/cntnts/20191225180243523_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191225180243523_thumbL,"영남지방 전역을 시원하게 관통하는 낙동강, 그 끝자락이 남해와 만나 바다가 되기 직전 강줄기 따라 실려 온 모래는 거대한 삼각주가 되어 비옥한 땅을 이룬다. 풍부한 먹이와 깨끗한 수질로",POINT (128.96075 35.052727)
288,아미동 비석마을,서구,35.099068,129.0127,아미동 비석마을,묘지 비석을 품은 동네 아미동 비석문화마을,과거와 공존하는 특이한 방법,부산광역시 서구 아미로49,-,도시철도 1호선 토성역 8번 출구 도보 15분마을버스 사하구1-1 서구2 산상교회(비석문화마을) 하차주차 아미골 공영주차장,-,연중무휴,상시,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226093554532_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226093554532_thumbL,b'eb8f84eba19c20ed9598eb8298eba5bc20ec82acec9db4ec979020eb9190eab3a020eab090ecb29cebacb8ed9994eba788ec9d84eab3bc20eb8298eb9e80ed9e8820ed8ebcecb390eca780eb8a9420ec9584ebafb8eb8f9920ebb984ec849debacb8ed9994eba788ec9d842eec82b0ebb3b5eb8f84eba19c20eba5b4eb84a4ec8381ec8aa420ec8b9ceb8c80eba5bc20eba79eec958420ebb0a9ebacb8ed9598eb8a9420eab480eb9e8ceab09deb93a4eba19c20ebb684eca3bced95b4eca78420ec82b0eb8f99eb84a420eba788ec9d8420eca49120ed9598eb8298ec9db4eb8ba42e362e323520eca084ec9f8120ed86b5ec979020eab080ec9eaceb8f',POINT (129.0127 35.099068)
289,부산시립미술관,해운대구,35.16702,129.1369,부산시립미술관,벡스코 옆 미술관 부산시립미술관,상상을 자극하는 현대미술의 향연,부산광역시 해운대구 APEC로 58,http://art.busan.go.kr,도시철도 2호선 벡스코(시립미술관)역 5번 출구주차 09:00~19:00 유료,-,"1월 1일, 매주 월요일","본관 화?수?목?일 10:00~18:00, 금?토 10:00~21:00이우환 공간(별관) 화요일~일요일 10:00~18:00**입장 17:00까지",본관 유료이우환 공간 유료(코로나19로 인해 한시적 무료입니다),"점자블록, 장애인전용 엘리베이터, 장애인 주차장, 장애인 화장실, 휠체어 대여",https://www.visitbusan.net/uploadImgs/files/cntnts/20191226100545553_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226100545553_thumbL,b'eb8c80ed98953fec868ced989520eca084ec8b9cec8ba42c20eba19cebb984eca084ec8b9cec8ba42c20ec98a5ec99b8eca084ec8b9cec8ba42c20ec96b4eba6b0ec9db4ebafb8ec88a0eab4802c20ec9db4ec9ab0ed9998eab3b5eab0842c20ecb9b4ed8e98ed858ceba6acec958420eb93b1ec9d8420eab096ecb69820ebb3b5ed95a9ebacb8ed9994eab3b5eab084ec9db4eb8ba42e20eb8ba4ec9691ed959c20ed9884eb8c80ebafb8ec88a0ec9e91ed9288ec9d8420ebb09ceab5b4ed9598ec97ac20eca084ec8b9ced9598eab3a020ec9e88ec9cbceba9b02c20eb8ba4ecb184eba19cec9ab420ebacb8ed9994ed9689ec82acec998020ecb2b4ed',POINT (129.1369 35.16702)
290,오랑대공원,기장군,35.205246,129.22583,오랑대공원,바다의 안녕을 기원하는 오랑대공원,-,부산광역시 기장군 기장읍 기장해안로 340,-,"버스 100, 139, 181 해광사 하차 → 도보 4분주차 오랑대공원 주차장",-,연중무휴,상시,무료,휠체어 접근 가능,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226101451768_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226101451768_thumbL,b'eab0afebb094ec9c84ec979020ebb680eb94aaecb998eb8a9420ed8c8ceb8f84ec868ceba6aceab08020eba788ec9d8cec9d9820ed8f89ec9588ec9d8420eab080eca0b8eb8ba4eca3bceb8a9420ec98a4eb9e91eb8c80eab3b5ec9b902eed95b4ec9588eab08020ec82b0ecb185eba19ceba5bc20eab1b8ec9cbceba9b020ebb094eb8ba4eab090ec84b120eba78ceb81bded9598eab3a020ebb0a4ec9db4eba9b420ec9db8eab7bc20eb8c80ebb380ed95adec9d9820ec95bceab2bdeab98ceca78020eb8d94ed95b420eb82adeba78ceca081ec9db820ec8b9ceab084ec9d8420ebb3b4eb82bc20ec889820ec9e88eb8a9420eab3b32e20ec96b8eca0',POINT (129.22583 35.205246)
291,국립수산과학관,기장군,35.193687,129.22423,국립수산과학관,바다 속 체험은 국립수산과학관으로,-,부산광역시 기장군 기장읍 기장해안로 216,https://www.fsm.go.kr/,b'eb8f99ed95b4ec84a020ec98a4ec8b9ceba6acec9584ec97ad20ed9598ecb0a820e2869220ebb284ec8aa42031333920ed9998ec8ab920eab5adeba6bdec8898ec82b0eab3bced9599eab48020ed9598ecb0a8ebb284ec8aa4203130302c203133392c2031383120eab5adeba6bdec8898ec82b0eab3bced9599eab48020ed9598ecb0a8ebb680ec82b0ec8b9ced8bb0ed88acec96b4ebb284ec8aa420ebb894eba3a8eb9dbcec9db828ed95b4ec9ab4eb8c802920e2869220eab5adeba6bdec8898ec82b0eab3bced9599eab48020ed9598ecb0a8eca3bcecb0a820eab5adeba6bdec8898ec82b0eab3bced9599eab48020eca3bcecb0a8ec9ea528ebac',-,"매주 월요일, 설날?추석연휴",화~일 09:30~17:30,무료,"장애인 주차장, 장애인 화장실, 휠체어 무료대여, 경사로 설치",https://www.visitbusan.net/uploadImgs/files/cntnts/20191226102157667_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226102157667_thumbL,전시관 입구에서부터 참고래 실물 뼈가 관람객을 놀라게 하는 국립수산과학관으로 가보자.신비로운 푸른 바다 복도를 지나 신기하고 재미있는 바다 친구들이 어린이들을 기다린다. 선박을 조,POINT (129.22423 35.193687)
295,요산문학관,금정구,35.27258,129.08571,요산문학관,"사람답게 살아가라, 요산문학관",-,부산광역시 금정구 팔송로 60-6,http://www.yosan.co.kr/main/index.html,"도시철도 1호선 범어사역 1번 출구 도보 12분버스 29, 51, 80 남산동 하차",-,"월요일, 국경일",화~일 10:00~17:00,"입장료 1,000원","점자블록, 휠체어 접근 가능",https://www.visitbusan.net/uploadImgs/files/cntnts/20191226105751809_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226105751809_thumbL,b'ec9a94ec82b0ebacb8ed9599eab480ec9d8020ebb680ec82b0ec9d9820ebb380ebb0a92c20ec868cec99b8eb909c20ec82aceb9e8ceb93a4ec9d9820ec82b6ec9d8420ec868cec84a4eba19c20eab3a0ebb09ced959c20ec9a94ec82b020eab980eca095ed959c20ec84a0ec839dec9d9820ebacb8ed9599ec9d8420eab8b0eba6aceb8a9420eab3b5eab084ec9db4ec9e9020eca780ec97adebafbceb93a4ec9d8420ec9c84ed959c20ec97b4eba6b020ebacb8ed999420eab3b5eab084ec9db4eb8ba42eec9dbceca09ceab095eca090eab8b0ec998020ed959ceab5adeca084ec9f81ec9d8420eca780eb8298eba9b020eab68ceba0a5ec979020ebb9',POINT (129.08571 35.27258)
296,박차정의사 생가,동래구,35.201904,129.0904,박차정의사 생가,기억해야 할 이름 박차정의사,-,부산광역시 동래구 명륜로98번길 129-10,-,"도시철도 4호선 낙민역 1번 출구 도보 4분버스 100, 110-1, 129-1, 144, 148, 200, 210, 29, 31, 43, 44, 49, 57 동래시장 하차",-,"월요일, 1월1일, 명절연휴, 임시공휴일",화~일 10:00~17:00,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226110347271_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226110347271_thumbL,박차정의사 생가는 동래구 낙민역에서 안내 표지판을 따라 걸음을 옮기기만 하면 쉽게 만날 수 있다. 주택가 골목 사이에 펄럭이는 태극기와 함께 소담한 생가가 자리하고 있다.박차정의사는,POINT (129.0904 35.201904)
297,우장춘 기념관,동래구,35.213547,129.07202,우장춘 기념관,우리 작물을 먹을 수 있는 이유 우장춘 박사,-,부산광역시 동래구 우장춘로62번길 7,-,"도시철도 3호선/4호선 미남역 14번 출구 도보 11분도시철도 1호선 명륜역 1번 출구 도보 16분버스 80, 동래구1-1, 동래구3 우장춘기념관 하차",-,"월요일, 1월 1일, 설?추석 연휴",화~일 09:00~18:00,무료,"장애인 주차장, 경사로 출입구 있음",https://www.visitbusan.net/uploadImgs/files/cntnts/20191226110901484_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226110901484_thumbL,b'ec9dbcebb3b8ec9790ec849c20eb8298eab3a020ec9e90eb9e8020eb868ded9599ec9e9020ec9ab0ec9ea5ecb69820ebb095ec82aceb8a9420ed95b4ebb0a920ed9b8420ed959ceab5adeca095ebb680ec9d9820ecb488ecb2adec9cbceba19c20eab780eab5aded959c20eb92a420ec9dbcebb3b8ec979020ec9d98eca1b4ed95a020ec8898ebb096ec979020ec9786ec9788eb8d9820ecb184ec868ceca285ec9e90eba5bc20ed9288eca285eab09ceb9f89ec9d8420ed86b5ed95b420eab5adeb82b420ec9984eca084ec9e90eab889ec9db420eab080eb8aa5ed9598eb8f84eba19d20eca084eba0a5ec9d8420eab8b0ec9ab8ec9db820ebb684ec9d',POINT (129.07202 35.213547)
298,누리바라기전망대,서구,35.09092,129.02019,누리바라기전망대,산복도로 전망대 누리바라기,-,부산광역시 서구 남부민동 50-40,-,"도시철도 1호선 자갈치역 1번 출구 도보 17분버스 16, 17, 161, 61, 7, 9 남부민시장입구 하차 도보 8분주차 누리바라기전망대 주차장",-,연중무휴,상시,무료,휠체어접근 가능,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226113720642_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226113720642_thumbL,b'ebb680ec82b020ec82b0ebb3b5eb8f84eba19cec9d9820ecb694ec96b5ec9d8420eab3b5ec9ca0ed9598eab3a020ec8bb6ec9d8020ec97aced9689ec9e90ec9790eab28c20ebb094eb8ba4ec998020ed9598eb8a98eab3bc20eb8f84ec8bacec9d8420ebaaa8eb919020ebb094eb9dbcebb3b4eb8a9420eb8884eba6acebb094eb9dbceab8b020eca084eba79deb8c80eba5bc20ecb694ecb29ced959ceb8ba42eebb680ec82b0ed95adec9d9820ec9584eba684eb8ba4ec9ab420ed928deab2bdeab3bc20eb8d94ebb688ec96b420ebb680ec82b0ed8380ec9b8cec998020ec9881eb8f84eb8c80eab590eab98ceca78020eca1b0eba79ded95a020ec88',POINT (129.02019 35.09092)
299,최민식갤러리,서구,35.09833,129.01472,최민식갤러리,인간에 대한 위로 최민식 갤러리,-,부산광역시 서구 천마산로410,-,"도시철도 1호선 토성역 8번 출구 도보 9분버스 134, 190 아미치안센터 하차 도보 3분마을버스 서구2 아미초등학교 하차 도보 2분주차 아미골 공영주차장(유료)",-,월요일,10:00~19:00,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226115628787_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226115628787_thumbL,1960~70년대 부산 자갈치시장을 주무대로 활동했던 다큐멘터리 사진작가 최민식 선생의 갤러리가 아미문화학습관 2층에 자리하고 있다.가난한 피란민의 고단한 생활상을 연출 없이 그대로 카메,POINT (129.01472 35.09833)
301,수영사적공원,수영구,35.170967,129.1143,수영사적공원,시원한 오솔길 걸어요 수영사적공원,-,부산광역시 수영구 수영성로 43,http://www.suyeongminsok.or.kr,"도시철도 2, 3호선 수영역 1번 출구 도보 9분버스 1, 131, 141, 20, 5-1, 62, 63 수영사적공원 하차주차 수영사적공원 공영주차장(유료)",-,연중무휴,상시,무료,"장애인 주차구역, 장애인 화장실, 휠체어 접근 가능",https://www.visitbusan.net/uploadImgs/files/cntnts/20191226132135171_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226132135171_thumbL,b'eca1b0ec84a0ec8b9ceb8c8020eb82a8ed95b4ec958820ec8898eab5b0eca780ed9c98ebb68020eab2bdec8381eca28ceb8f84ec8898eab5b0eca088eb8f84ec82acec9881ec9db420ec9e88eb8d9820ec9e90eba6aceab08020ed9884ec9eacec9d9820ec8898ec9881ec82aceca081eab3b5ec9b90ec9db4eb8ba42e20ec8898eab5b0eca088eb8f84ec82acec9881ec9d9820eca484ec9e84eba79020e28098ec8898ec9881e28099ec9db420ed9884ec9eacec9d9820eca780ebaa85ec9cbceba19c20eab7b8eb8c80eba19c20eab5b3ec96b4eca18ceb8ba4eab3a020ed959ceb8ba42eec97adec82aceca08120ec8381eca795ec84b1ec9d8420ea',POINT (129.1143 35.170967)
302,부산기상관측소,중구,35.104973,129.03218,부산기상관측소,기상계 유네스코 문화재 부산기상관측소,-,부산광역시 중구 복병산길32번길 5-11,-,"도시철도 1호선 중앙역 11번 출구 도보 8분버스 186, 86 새들맨션 하차 도보 6분",-,"토?일요일, 공휴일",월~금 10:00~18:00,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226132812226_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20191226132812226_thumbL,b'ec82b4eb9e91ec82b4eb9e9120ebb094eb9e8c20ebb688ec96b420eab8b0ebb68420eca28bec9d8020eb82a0ec9790eb8a9420ebb680ec82b0eab8b0ec8381eab480ecb8a1ec868ceba19c20ed96a5ed95b4ebb3b4ec9e902e20ebb680ec82b0eab8b0ec8381eab480ecb8a1ec868ceb8a942031393334eb858420eb8bb9ec8b9c20eca491eab5ac20ec9dbceb8c80ec9790ec849c20eab080ec9ea520eb8692ec9598eb8d9820ebb3b5ebb391ec82b020ec9e90eb9dbdec9cbceba19c20ec98aeeab2a8ec9994eb8ba42e20ec9db420eab1b4ebacbcec9d8020ec9dbceca09ceab095eca090eab8b020eab7bceb8c80eab1b4ecb695ebacbcec9d9820ed',POINT (129.03218 35.104973)
