uc_seq,name,gugun_nm,cate2_nm,lat,lng,plage,tags,title,subtitle,main_place,addr1,addr2,homepage,trfc_info,usage_day,hldy_info,usage_time,usage_amou,middle_siz,main_img_n,main_img_t
487,선라이즈투어,해운대구,이색여행,35.158672,129.15985,선라이즈투어,"부산여행, 자연, 선라이즈투어, 송정해수욕장, 해운대해수욕장, 광안리해수욕장, 죽성성당, 오랑대공원, 일출, 부산일출, 해돋이, 해맞이, 추천여행, 힐링, 바다풍경, 포토스폿, 인생샷, 지질공원, 지질명소, 부산국가지질공원",부산 일출명소 완전정복,-,"해운대, 광안리, 송정, 죽성성당, 오랑대공원",해운대해수욕장 부산광역시 해운대구 해운대해변로 264광안리해수욕장 부산광역시 수영구 광안해변로 219송정해수욕장 부산광역시 해운대구 송정해변로 62죽성성당 부산광역시 기장군 기장읍,-,-,b'ed95b4ec9ab4eb8c80ed95b4ec8898ec9a95ec9ea5eb8f84ec8b9cecb2a0eb8f842032ed98b8ec84a020ed95b4ec9ab4eb8c80ec97ad20ed9598ecb0a82035ebb28820ecb69ceab5ac20eb8f84ebb3b4203135ebb684ebb680ec82b0ec8b9ced8bb0ed88acec96b4ebb284ec8aa420ebb680ec82b0ec97ad28eba088eb939ceb9dbcec9db82920e2869220ed95b4ec9ab4eb8c80ed95b4ec8898ec9a95ec9ea520ed9598ecb0a8eca3bcecb0a820ed95b4ec9ab4eb8c80ed95b4ec8898ec9a95ec9ea520eab3b5ec9881eca3bcecb0a8ec9ea5eab491ec9588eba6aced95b4ec8898ec9a95ec9ea5eb8f84ec8b9cecb2a0eb8f842032ed98b8ec84a020ea',-,연중무휴,상시,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101171426472_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101171426472_thumbL
488,선셋 투어,사하구,이색여행,35.052692,128.96078,선셋투어,"부산여행, 자연, 바다, 부산이색여행, 부산일몰명소, 선셋투어, 일몰, 석양, 노을, 아미산전망대, 다대포해수욕장, 흰여울문화마을, 울슥도, 추천여행, 경치좋은곳",선셋 투어,-,"아미산전망대, 다대포해수욕장, 흰여울문화마을, 을숙도",아미산전망대 부산광역시 사하구 다대낙조2길 77다대포해수욕장 부산광역시 사하구 몰운대1길 14흰여울문화마을 부산광역시 영도구 흰여울길을숙도 부산광역시 사하구 낙동남로 1240,-,-,b'ec9584ebafb8ec82b0eca084eba79deb8c80eb8f84ec8b9cecb2a0eb8f842031ed98b8ec84a020eb8ba4eb8c80ed8faced95adec97ad2031ebb28820ecb69ceab5ac20e2869220ec82aced9598eab5ac313520eba788ec9d84ebb284ec8aa420ed9998ec8ab920e2869220ebaab0ec9ab4eb8c80ec84b1eb8bb920ed9598ecb0a820eb8f84ebb3b432ebb684eca3bcecb0a820ec9584ebafb8ec82b0eca084eba79deb8c8020eab3b5ec9881eca3bcecb0a8ec9ea528ebacb4eba38c29eb8ba4eb8c80ed8faced95b4ec8898ec9a95ec9ea5eb8f84ec8b9cecb2a0eb8f842031ed98b8ec84a020eb8ba4eb8c80ed8faced95b4ec8898ec9a95ec9ea5ec97',-,"아미산전망대 1월 1일, 월요일 휴무다대포해수욕장, 흰여울문하마을, 을숙도 연중무휴","아미산전망대 화~일 09:00 ~ 18:00다대포해수욕장, 흰여울문화마을, 을숙도 상시(을숙도생태공원 야간출입 제한 20:00~익일 08:00)",무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101172049081_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101172049081_thumbL
489,부산야경투어,남구,이색여행,35.158028,129.08258,부산야경투어,"부산여행, 야경스폿, 부산가볼만한곳, 부산야경투어, 황령산전망대, 산복도로, 광안대교, 부산항대교, 해운대, 마린시티, 더베이101, 연인과함께, 친구와함께",부산 야경 투어,-,"황령산전망대, 역사의디오라마, 청학배수지전망대, 미포, 더베이101",b'ed99a9eba0b9ec82b0eca084eba79deb8c8020ebb680ec82b0eab491ec97adec8b9c20ebb680ec82b0eca784eab5ac20eca084ed8faceb8f9920ec82b035302d31ec97adec82acec9d98eb9494ec98a4eb9dbceba78820ebb680ec82b0eab491ec97adec8b9c20eca491eab5ac20ec9881eca3bceba19c20393320ecb2aded9599ebb0b0ec8898eca780eca084eba79deb8c8020ebb680ec82b0eab491ec97adec8b9c20ec9881eb8f84eab5ac20ec9980ecb998eba19c203336ebafb8ed8fac20ebb680ec82b0eab491ec97adec8b9c20ed95b4ec9ab4eb8c80eab5ac20eb8baceba79eec9db4eab8b83632ebb288eab8b82033332d31eb8d94ebb2a0ec',-,-,-,-,연중무휴,상시,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101173014369_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101173014369_thumbL
490,동해선 투어,부산진구,일정여행,35.16277,129.06122,동해선 투어,"부산여행, 추천여행, 동해선, 동해선투어, 부전시장, 온천천카페거리, 송정해수욕장, 일광해수욕장, 나들이, 부산가볼만한곳, 가족여행, 연인과함께, 친구와함께",동해선 투어,-,동해선 투어,b'ebb680eca084ec8b9cec9ea520ebb680ec82b0eab491ec97adec8b9c20ebb680ec82b0eca784eab5ac20eca491ec9599eb8c80eba19c373833ebb288eab8b8203233ec98a8ecb29cecb29cecb9b4ed8e98eab1b0eba6ac20ebb680ec82b0eab491ec97adec8b9c20eb8f99eb9e98eab5ac20ec98a8ecb29cecb29ceba19c203435312d31ec86a1eca095ed95b4ec8898ec9a95ec9ea520ebb680ec82b0eab491ec97adec8b9c20ed95b4ec9ab4eb8c80eab5ac20ec86a1eca095ed95b4ebb380eba19c203632eca3bdec84b1ec84b1eb8bb920ebb680ec82b0eab491ec97adec8b9c20eab8b0ec9ea5eab5b020eab8b0ec9ea5ec9d8d20eca3bdec84b1eb',-,-,-,-,"부전시장 첫째, 셋째 일요일 휴무온천천카페거리, 송정해수욕장, 죽성성당, 일광해수욕장 연중무휴",부전시장 월~일 04:00~19:00,"부전시장 점포별 상이온천천카페거리, 송정해수욕장, 죽성성당, 일광해수욕장 무료",-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101173617043_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101173617043_thumbL
491,도시철도투어,금정구,일정여행,35.283604,129.06827,도시철도여행,"도시철도투어, 부산여행코스, 부산가볼만한곳, 부산지하철1호선, 부산지하철2호선, 부산지하철3호선, 40계단, 서면, 용두산공원, 감천문화마을, 다대포해수욕장, 부산당일코스, 추천여행",도시철도 1호선 타고 누비는 부산,-,도시철도여행,-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101174201360_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200101174201360_thumbL
512,조금 특별한 해운대 사용설명서,해운대구,이색여행,35.158394,129.15982,해운대,"자연, 바다, 해변, 부산여행, 부산가볼만한곳, 연인과함께, 친구와함께, 가족과함께, 청사포, 미포철길, 미포, 다릿돌전망대, 동백섬, 부산데이트, 경치좋은곳",조금 특별한 해운대 사용설명서,"해운대, 미포, 청사포를 잇는 삼색의 바다",해운대,해운대해수욕장 부산광역시 해운대구 해운대해변로 264 청사포 부산광역시 해운대구 청사포로128번길 25미포 부산광역시 해운대구 달맞이길62번길 33-1,-,-,b'ed95b4ec9ab4eb8c80ed95b4ec8898ec9a95ec9ea5eb8f84ec8b9cecb2a0eb8f842032ed98b8ec84a020ed95b4ec9ab4eb8c80ec97ad20ed9598ecb0a82035ebb28820ecb69ceab5ac20eb8f84ebb3b4203135ebb684ebb680ec82b0ec8b9ced8bb0ed88acec96b4ebb284ec8aa420ebb680ec82b0ec97ad28eba088eb939ceb9dbcec9db82920e2869220ed95b4ec9ab4eb8c80ed95b4ec8898ec9a95ec9ea520ed9598ecb0a8eca3bcecb0a820ed95b4ec9ab4eb8c80ed95b4ec8898ec9a95ec9ea520eab3b5ec9881eca3bcecb0a8ec9ea5ecb2adec82aced8faceb8f84ec8b9cecb2a0eb8f842032ed98b8ec84a020ec9ea5ec82b0ec97ad2035ebb2',-,연중무휴,상시,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200102150848967_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200102150848967_thumbL
513,"역동의 초량, 그 이야기를 담다",동구,이색여행,35.116352,129.03874,초량 이바구길,"부산여행, 도보여행, 걷기길, 하이킹, 부산골목, 초량이바구길, 백제공원, 168계단, 산복도로, 까꼬막, 역사여행, 전망좋은곳, 부산테마여행, 부산역, 모노레일, 유치환우체통, 원도심투어","역동의 초량, 그 이야기를 담다",부산역부터 유치환우체통까지,초량 이바구길,초량이바구길 부산광역시 동구 중앙대로 209번길 16,-,-,"도시철도 1호선 부산역 7번 출구 도보 2분, 초량역 1번 출구 도보 8분버스 26, 27, 40, 41, 59, 81, 87, 103, 1003, 1004 부산역 하차 도보 2분주차 인근 공영주차장",-,-,모노레일 07:00~20:00경사형 엘리베이터 06:00~23:00,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200102165226718_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200102165226718_thumbL
514,뉴트로풍 골목과 반항아적 거리 이야기,부산진구,이색여행,35.155403,129.06255,"전리단길, 전포카페거리","부산여행, 부산가볼만한곳, 테마거리, 골목여행, 가족과함께, 연인과함께, 친구와함께, 추천여행, 핫플레이스, 이색카페, 디저트, 전포카페거리, 맛집, 빈티지, 액세서리, 소품점, 사진, 셀카, 부산데이트",뉴트로풍 골목과 반항아적 거리 이야기,"전리단길, 전포카페거리","전리단길, 전포카페거리",부산광역시 부산진구 전포대로209번길 26,-,-,"도시철도 2호선 전포역 7번 출구 도보 6분버스 5-1, 10, 20, 29, 43, 52, 57, 80, 99, 111, 133, 169-1 부전도서관 하차 도보 2분주차 인근 공여주차장",-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200102182707342_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200102182707342_thumbL
515,부산브릿지투어,수영구,이색여행,35.146645,129.1293,부산 브릿지 투어,"부산여행, 부산이색여행, 부산명소, 부산데이트코스, 부산드라이브코스, 부산가볼만한곳, 부산시티투어버스, 브릿지투어코스, 당일여행, 핫플레이스, 뷰포인트, 감성사진, 포토스폿, 드라이브코스, 바다풍경, 부모님과함께, 친구와함께, 연인과함께, 가족여행, 혼자가는여행, 사계절, 이달의부산여행, 10월부산여행",부산의 황홀한 대교 풍경을 찾아,부산 브릿지 투어,부산 브릿지 투어,b'ec9881eb8f84eb8c80eab59020ebb680ec82b0eab491ec97adec8b9c20ec9881eb8f84eab5ac20eb8c80eab590eb8f9931eab080ebb680ec82b0eb8c80eab59020ebb680ec82b0eab491ec97adec8b9c20eca491eab5ac20eca491ec9599eb8f9937eab080eab491ec9588eb8c80eab59020ebb680ec82b0eab491ec97adec8b9c20ec8898ec9881eab5ac20eb82a8ecb29ceb8f99eb82a8ed95adeb8c80eab59020ebb680ec82b0eab491ec97adec8b9c20ec849ceab5ac20ec9594eb82a8eb8f99ebb680ec82b0ed95adeb8c80eab59020ebb680ec82b0eab491ec97adec8b9c20eb82a8eab5ac20ebb681ed95adeba19c20313736ec9d84ec8899eb8f',-,-,-,-,연중무휴,상시,통행료 별도,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200102184132612_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200102184132612_thumbL
517,부산여행특공대,중구,이색여행,35.11342,129.04079,부산여행특공대,"부산투어, 부산골목, 이바구길, 168계단, 모노레일, 모노레일승강장, 부산이바구길, 산복도로, 피난민, 판자촌, 까꼬막, 부산여행, 역사여행, 전망좋은곳",이바구버스투어,부산여행특공대,-,-,-,http://www.busanbustour.co.kr/,-,"매주 화, 수, 목, 금, 토","월, 일요일(당사의 사정에 따라 운행하지 않을 수도 있습니다.)",오전출발 : 10:00~12:30오후출발 : 14:00~16:30,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200102220853890_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200102220853890_thumbL
521,장미명소,북구,이색여행,35.23368,129.00992,부산 곳곳에 숨어 있는 장미 명소를 찾아서,"부산여행, 꽃여행, 부산가볼만한곳, 부산사진찍기좋은곳, 부산데이트코스, 가족과함께, 연인과함께, 부산꽃놀이, 화명장미공원, 유엔기념공원, 정관장미공원, 포토스폿",부산 곳곳에 숨어 있는 장미 명소를 찾아서,-,부산 곳곳에 숨어 있는 장미 명소를 찾아서,화명장미공원 부산광역시 북구 화명동 2280유엔기념공원 부산광역시 남구 유엔평화로 93윗골공원 부산광역시 기장군 정관읍 정관8로 11구목정공원 부산광역시 기장군 정관읍 용수리 1334,-,-,-,-,연중무휴,상시유엔기념공원 9:00~18:00(동절기 17:00 이후 입장불가),무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200110113026876_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200110113026876_thumbL
542,태종대 다누비,영도구,이색여행,35.051388,129.08379,태종대,"부산여행, 부산순환열차, 다누비, 영도구, 태종대, 부산절경, 태종대유원지",태종대유원지,다누비와 함께 떠나는 천혜의 절경 태종대 투어,-,-,-,https://www.bisco.or.kr/taejongdae/facil/facil01/facil01_1/,-,-,"매주 월요일 정기휴무, 우천 및 기상악화 시 운행중단","매표시간 : 성수기(5월 ~ 9월) 09:00 ~ 19:30 / 비수기 : 09:00 ~ 17:30운행시간: 성수기(5월 ~ 9월) 09:30 ~ 19:30 / 비수기 : 09:30 ~ 17:30야간차량 개방: 유원지 내 야간 차량 (25인승, 9m미만차량) 개방","성 인 p3,000원 G2,400원청소년 p2,000원 G1,600원어린이 p1,500원 G1,200원p개인 G단체 (30인 이상)",-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200205120008555_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200205120008555_thumbL
757,"신평소공원(한, 영)",기장군,일정여행,35.29337,129.26012,신평소공원,"부산여행, 기장군, 신평소공원, 기장공원, 기장드라이브코스, 기장산책로, 기장산책코스, 기장일광면신평리, 신평마을의작은공원, 배조형물전망대, 자연에너지조형물",오늘의 산책_신평소공원,타이타닉 샷이 가능해요~,신평소공원,부산광역시 기장군 일광면 신평리 11-1,-,http://www.gijang.go.kr/tour/index.gijang,"도시철도 2호선 센텀시티역 하차 - 버스 181번 환승 - 기장시장 하차 -마을버스 기장군3, 기장군8-1 - 신평 하차 도보 4분주차 신평소공원 주차장(5대 주차 가능)",-,연중무휴,상시,무료,"휠체어 접근 가능, 장애인 화장실, 점자블록(화장실 입구)",https://www.visitbusan.net/uploadImgs/files/cntnts/20200514115750295_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200514115750295_thumbL
761,나의 힐링 버킷리스트(한)(영),금정구,이색여행,35.254223,129.05183,나의 힐링 버킷리스트,"부산여행, 부산가볼만한곳, 자연, 산, 바다, 숲길, 해안산책로, 산책로, 힐링, 핫플레이스, 감성사진, 나홀로여행, 금정산, 온천천카페거리, 가족여행, 포토스폿, 연인과함께, 친구와함께",나의 힐링 버킷리스트,"힐링의 시간 갖기 (feat.산,강,그리고 바다)","허브랑야생화, 힐튼호텔산책로, 온천천카페거리",허브랑야생화 부산광역시 금정구 북문로 73힐튼호텔산책로 부산광역시 기장군 기장읍 기장해안로온천천카페거리 부산광역시 동래구 온천천로 451-1,-,-,-,-,허브랑야생화 월요일 휴무,"허브랑야생화평일 10:00~17:30 주말, 공휴일 10:00~18:30","허브랑야생화입장권 5,000원(24개월 이상)",-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200519142232395_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200519142232395_thumbL
770,부산 탐구생활~ 이 노래 아시는 분 푸쳐핸섭!,해운대구,이색여행,35.154022,129.15233,부산 탐구생활~ 이 노래 아시는 분 푸쳐핸섭!,"부산여행, 부산가볼만한곳, 부산이색여행, 핫플레이스, 인생샷, 친구와함께, 연인과함께, 나홀로여행, 케이팝, 돌아와요부산항에, 부산바캉스, 부산에가면, 남포동, 광안리, 해운대, 동백섬",부산 탐구생활~ 이 노래 아시는 분 푸쳐핸섭!,부산로컬송으로 떠나는 부산여행,"동백섬, 해운대, 광안리, 남포동, 자갈치시장",-,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200529115757953_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200529115757953_thumbL
775,"차박(차크닉)하기 좋은 부산의 인생샷 맛집(한, 영, 일, 중_간, 중_번)",기장군,일정여행,35.306133,129.25992,차박(차크닉)하기 좋은 부산의 인생샷 맛집,"부산여행, 부산가볼만한곳, 이달의부산여행, 6월부산여행, 바다풍경, 감성사진, 경치좋은곳, 인생샷, 연인과함께, 가족여행, 친구와함께, 차박, 차크닉, 문동방파제, 삼락생태공원, 다대포해수욕장",차박(차크닉)하기 좋은 부산의 인생샷 맛집,글. 사진 여행작가 이소민,"문동방파제, 삼락생태공원, 다대포해수욕장",문동방파제 부산광역시 기장군 일광면 문동리 293-3삼락생태공원 부산광역시 사상구 낙동대로 1231다대포해수욕장 부산광역시 사하구 몰운대1길 14,-,-,b'ebacb8eb8f99ebb0a9ed8c8ceca09ceab8b0ec9ea5eab5b0ecb2ad20ebb284ec8aa4eca095eba598ec9ea5203138302c2031383820ec8ab9ecb0a820e2869220ebacb8eb8f9920ed9598ecb0a820eb8f84ebb3b42035ebb684eca3bcecb0a820ebacb8eb8f99ebb0a9ed8c8ceca09c20eca3bcecb0a8ec9ea5ec82bceb9dbdec839ded839ceab3b5ec9b90ebb680ec82b0eab980ed95b420eab2bdeca084ecb2a020eab498ebb295eba5b4eb84a4ec8b9ceb96bc2031ebb28820ecb69ceab5ac20eb8f84ebb3b4203136ebb684eca3bcecb0a8ec9ea520ec82bceb9dbdec839ded839ceab3b5ec9b9020eca3bcecb0a8ec9ea5eb8ba4eb8c80ed8faced95',-,연중무휴,상시,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20220816131328702_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20220816131328702_thumbL
776,"쇠미산숲길(한, 영)",동래구,일정여행,35.20982,129.05142,쇠미산 등산로,"부산여행, 부산가볼만한곳, 자연, 산, 쇠미산, 쇠미산둘레길, 숲길, 트레킹, 당일여행, 등산, 피크닉, 힐링, 숲속여행, 전망좋은곳, 가족여행, 연인과함께, 친구와함께, 나홀로여행, 이달의부산여행, 6월부산여행",오늘의 산책_쇠미산 숲길을 평정하다,초보 등산러를 위한 사직동 뒷산 정복기,쇠미산 등산로,부산광역시 동래구 사직동 산81-7,-,-,도시철도 3호선 미남역 3번 출구 - 버스 210번 환승 - 원광사 하차,-,연중무휴,상시,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200602215220948_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200602215220948_thumbL
780,우리집 추억소환 여행(한),중구,일정여행,35.101208,129.03268,"용두산공원, 어린이대공원, 태종대","부산여행, 부산가볼만한곳, 부산이색여행, 당일여행, 추억여행, 감성사진, 부산명소, 레트로, 부모님과함께, 아이와함께, 가족여행, 포토스폿, 용두산공원, 어린이대공원, 태종대, 이달의부산여행",우리집 추억소환 여행,라떼는 말이야 사진전,"용두산공원, 어린이대공원, 태종대",용두산공원 부산광역시 중구 용두산길 37-55 어린이대공원 부산광역시 부산진구 새싹로 295태종대 부산광역시 영도구 전망로 24,-,-,b'ec9aa9eb9190ec82b0eab3b5ec9b90eb8f84ec8b9cecb2a0eb8f842031ed98b8ec84a020eca491ec9599ec97ad2031ebb28820ecb69ceab5ac20eb8f84ebb3b42036ebb68431ed98b8ec84a020eb82a8ed8facec97ad2037ebb28820ecb69ceab5ac20eb8f84ebb3b42037ebb684eca3bcecb0a820ec9aa9eb9190ec82b0eab3b5ec9b9020eab3b5ec9881eca3bcecb0a8ec9ea5ec96b4eba6b0ec9db4eb8c80eab3b5ec9b90ebb284ec8aa42035342c2036332c2038312c2031333320ec96b4eba6b0ec9db4eb8c80eab3b5ec9b9020ed9598ecb0a8eca3bcecb0a820ec96b4eba6b0ec9db4eb8c80eab3b5ec9b9020eca3bcecb0a8ec9ea5ed839ceca2',-,연중무휴(용두산공원 부산타워는 기상 등의 이유로 변경될 수 있음),-,무료(용두산공원 부산타워 입장료 별도),-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200604094947500_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200604094947500_thumbL
786,"부산 도심 속 공원의 재발견(한, 영, 일, 중_간, 중_번)",중구,일정여행,35.11034,129.02774,부산 도심 속 공원의 재발견,"부산여행, 부산가볼만한곳, 이달의부산여행, 6월부산여행, 경치좋은곳, 숲속여행, 인생샷, 친구와함께, 연인과함께, 민주공원, 대신공원, 화명수목원",부산 도심 속 공원의 재발견,글. 사진 여행작가 이소민,"민주공원, 대신공원, 화명수목원",민주공원 부산광역시 중구 민주공원길대신공원 부산광역시 서구 대신공원로 37-18화명수목원 부산광역시 북구 산성로 299,-,-,"민주공원 도시철도 1호선 초량역 1번 출구 → 508 버스 환승 → 민주공원 하차 도보 6분주차 민주공원 공영주차장대신공원버스 167, 190 동아대학교병원 하차 도보 5분주차 대신공원 공영주차장화",-,"민주공원 민주항쟁기념관 매주 월요일, 1월 1일 휴무대신공원 연중무휴화명수목원 월요일, 1월 1일, 추석?설 당일 휴무",-,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200610164025456_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200610164025456_thumbL
787,"6.25전쟁 70주년(한, 영)",서구,일정여행,35.10362,129.0174,"임시수도기념관, 초량이바구길, 워커하우스, 유엔기념공원","부산여행, 부산가볼만한곳, 부산이색여행, 당일여행, 역사여행, 근현대사, 역사문화체험, 역사문화재, 피란수도길, 원도심투어, 걷기길, 부모님과함께, 아이와함께, 가족여행, 임시수도기념관, 석당박물관, 부산근대역사관, 초량이바구길, 유엔기념공원",6.25전쟁 70주년 ‘기억 함께 평화’,참전용사의 희생과 헌신에 감사를 표하며,"임시수도기념관, 초량이바구길, 워커하우스, 유엔기념공원",임시수도기념관 부산광역시 서구 임시수도기념로 45초량이바구길 부산광역시 동구 중앙대로 209번길 16부경대학교 워커하우스 부산광역시 남구 용소로 45유엔기념공원 부산광역시 남구 유엔평,-,-,-,-,"임시수도기념관1월 1일, 매주 월요일 휴무",임시수도기념관이용시간 09:00 ~ 18:00 ※ 매주 마지막 주 금요일 09:00~20:00,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200610212632286_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200610212632286_thumbL
789,"부산 탐구생활: 영화에 나온 이곳, 부산 어디야?(한)",동래구,이색여행,35.200016,129.06985,"부산 탐구생활: 영화에 나온 이곳, 부산 어디야?","부산여행, 부산가볼만한곳, 이다르이부산여행, 이색여행, 부산명소, 친구와함께, 연인과함께, 나홀로여행, 가족여행, 택시운전사, 칠백장, 1987, 해운정사, 임랑해수욕장, 보수동책방골목, 부산행, 부산역","부산 탐구생활: 영화에 나온 이곳, 부산 어디야?",흥미로운 영화 속 부산이야기!,"칠백장,해운정사,임랑해수욕장,보수동책방골목,부전역",칠백장 부산광역시 동래구 미남로 67 / 10:00~22:00해운정사 부산광역시 해운대구 우동2로 40-6임랑해수욕장 부산광역시 기장군 장안읍 임랑리보수동책방골목 부산광역시 중구 책방골목길 8부전역,-,-,-,-,-,-,-,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200611155013004_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200611155013004_thumbL
790,"부산 방파제 낚시(한, 영)",서구,일정여행,35.0525,129.01141,"감천항동방파제, 암남공원방파제, 영도신방파제, 감만시민공원방파제","부산가볼만한곳, 부산여행, 부산명소, 부산낚시, 청사포방파제, 신방파제, 암남공원, 낫개방파제, 천성방파제, 길천방파제",누구나 즐거운 부산 방파제 낚시,초보라도 걱정 없는 방파제낚시 포인트,"감천항동방파제, 암남공원방파제, 영도신방파제, 감만시민공원방파제",감천항 동방파제 부산광역시 서구 암남동 763암남공원 방파제 부산광역시 서구 암남동 620-4영도 신방파제 부산광역시 영도구 동삼동감만시민공원 방파제 부산광역시 남구 감만동 626-1,-,-,-,-,연중무휴,-,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200619131806262_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200619131806262_thumbL
791,"우중산책(한, 중_간)",사상구,일정여행,35.16982,128.97298,"삼락생태공원, 부산시민공원","부산여행, 부산가볼만한곳, 공원, 산책로, 부산이색여행, 당일여행, 감성사진, 부산명소, 인생샷, 부산데이트코스, 연인과함께, 친구와함께, 혼자가는여행, 산책가기좋은곳, 걷기여행, 삼락생태공원, 부산시민공원, 이달의부산여행",우중산책,비 내리는 공원이 더 좋아!,"삼락생태공원, 부산시민공원",삼락생태공원 부산광역시 사상구 낙동대로 1231부산시민공원 부산광역시 부산진구 시민공원로 73,-,-,b'ec82bceb9dbdec839ded839ceab3b5ec9b90ebb680ec82b0eab980ed95b420eab2bdeca084ecb2a020eab498ebb295eba5b4eb84a4ec8b9ceb96bcec97ad2031ebb28820ecb69ceab5ac20eb8f84ebb3b4203136ebb684eca3bcecb0a820ec82bceb9dbdec839ded839ceab3b5ec9b9020eab3b5ec9881eca3bcecb0a8ec9ea5ebb680ec82b0ec8b9cebafbceab3b5ec9b90eb8f84ec8b9cecb2a0eb8f842031ed98b8ec84a020ebb680eca084ec97ad2037ebb28820ecb69ceab5ac20eb8f84ebb3b4203135ebb684eb8f99ed95b4ec84a020ebb680eca084ec97ad2032ebb28820ecb69ceab5ac20eb8f84ebb3b4203130ebb684eca3bcecb0a820ebb6',-,연중무휴,-,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200618204607665_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200618204607665_thumbL
795,"낮과 밤이 다른 부산여행지(한, 영, 일, 중_간, 중_번)",기장군,일정여행,35.205788,129.22778,반전 매력! 낮과 밤이 다른 부산여행지,"부산여행, 부산가볼만한곳, 이달의부산여행, 부산이색여행, 야경스폿, 핫플레이스, 친구와함께, 연인과함께, 포토스폿, 오랑대공원, 미포, 황령산전망대, 자연, 바다, 추천여행, 당일여행",반전 매력! 낮과 밤이 다른 부산여행지,글. 사진 여행작가 문철진,"오랑대공원, 해운대 미포, 황령산 봉수대",오랑대 부산광역시 기장군 기장읍 시랑리해운대 미포 부산광역시 해운대구 달맞이길62번길 33-1황령산 봉수대 부산광역시 부산진구 전포동 50-1,-,-,-,-,연중무휴,상시,무료,-,https://www.visitbusan.net/uploadImgs/files/cntnts/20200622154629933_ttiel,https://www.visitbusan.net/uploadImgs/files/cntnts/20200622154629933_thumbL
